"relative_path","bytes","sha256","freeze_pass","freeze_version"
"formal-proofs\FIN-EVD_PROOF_OBLIGATIONS.md","4978","ADDEDC0DE3F87919DDBC6723A2D3C2923387BDA05934793A9F671D2979DE42D4","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-EXE_PROOF_OBLIGATIONS.md","5193","4F729C005CAB98C2CEA10181103AD58A36976EF59F7B48DA2CC3CE6149D4CEE0","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-FIN_PROOF_OBLIGATIONS.md","5199","84D13E7E33EF7EC79711E78AF76B0BB6BA95E3220E5F83FE0128F68442806F4A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-JUR_PROOF_OBLIGATIONS.md","5344","4EA993D0441EA54A9CDCCC4CB5DCB55ED61700A114DBD8881CC0DEC8692683E3","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-REC_PROOF_OBLIGATIONS.md","5266","3DFB2615DB015D237253EACD3A240FF75FDEBF9CA93E753143641EA0A53E0833","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-REV_PROOF_OBLIGATIONS.md","5453","B8A5A908460C963F44CF7BADCF6F948B54D61DC677B26F168E4211EB5766CD50","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-SET_PROOF_OBLIGATIONS.md","5351","1E75D7C71493258DF3992B2C6CFFA3B13DDFED8D73511C8BAB961D1307162A82","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\PROOF_OBLIGATION_SCHEMA.md","981","1F4AF33BE8DD25D17142A4E4ACAC7D999B32E15855191699368C0DA70F299D8E","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\PROOF_STATUS_MODEL.md","1682","7473F1930CCAB26BDA86B75E345E6548CB6008E40769AA5CCCCADDB7EE911E3F","FIN-ARCH-09","v0.1.0-architecture-freeze"
"README.md","1517","475528F30EA40068C760B3C329752F5E1C5DE0D1C422381F815CBE4429F42173","FIN-ARCH-09","v0.1.0-architecture-freeze"
